delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
8.126808,50,0.0,852,42600,3.1868997,11.313708,3.1868997,70.59549056438637,0.0,0.0
8.159428,50,0.0,853,42650,3.154281,11.313708,3.154281,40.1288853263876,0.0,0.0
8.162537,50,0.0,857,42850,3.1511714,11.313708,3.1511714,164.6858160584125,0.0,0.0
8.160931,50,0.0,861,43050,3.1527772,11.313708,3.1527772,170.10104746099802,0.0,0.0
8.148807,50,0.0,865,43250,3.1649015,11.313708,3.1649015,156.48087557277026,0.0,0.0
8.131546,50,0.0,869,43450,3.1821628,11.313708,3.1821628,167.54403204596622,0.0,0.0
8.157158,50,0.0,873,43650,3.1565506,11.313708,3.1565506,179.4744697457244,0.0,0.0
8.143878,50,0.0,876,43800,3.1698303,11.313708,3.1698303,172.58677885228647,0.0,0.0
8.171288,50,0.0,880,44000,3.1424203,11.313708,3.1424203,195.1045971386733,0.0,0.0
8.145847,50,0.0,884,44200,3.167861,11.313708,3.167861,199.78336935905338,0.0,0.0
8.117915,50,0.0,888,44400,3.1957932,11.313708,3.1957932,224.6655703810039,0.0,0.0
8.154587,50,0.0,893,44650,3.159121,11.313708,3.159121,191.25646481163471,0.0,0.0
8.132774,50,0.0,898,44900,3.1809337,11.313708,3.1809337,198.14848059381654,0.0,0.0
8.160154,50,0.0,902,45100,3.1535544,11.313708,3.1535544,188.08740542499112,0.0,0.0
8.163517,50,0.0,906,45300,3.1501918,11.313708,3.1501918,183.66828251511848,0.0,0.0
8.123638,50,0.0,910,45500,3.1900706,11.313708,3.1900706,85.23459355149694,0.0,0.0
8.152407,50,0.0,913,45650,3.1613019,11.313708,3.1613019,185.39097687863827,0.0,0.0
8.13334,50,0.0,917,45850,3.1803684,11.313708,3.1803684,186.0457193956126,0.0,0.0
8.144216,50,0.0,922,46100,3.169493,11.313708,3.169493,218.0578762889385,0.0,0.0
8.174776,50,0.0,927,46350,3.138932,11.313708,3.138932,179.22461275504753,0.0,0.0
8.169449,50,0.0,931,46550,3.144259,11.313708,3.144259,155.10091182667824,0.0,0.0
8.149223,50,0.0,934,46700,3.164485,11.313708,3.164485,129.96002949761106,0.0,0.0
8.1439085,50,0.0,938,46900,3.1698,11.313708,3.1698,180.8524197714198,0.0,0.0
8.168673,50,0.0,941,47050,3.145036,11.313708,3.145036,43.175821974509375,0.0,0.0
8.129799,50,0.0,943,47150,3.1839092,11.313708,3.1839092,165.42758788245948,0.0,0.0
8.155105,50,0.0,947,47350,3.1586037,11.313708,3.1586037,173.82891567463443,0.0,0.0
8.128698,50,0.0,951,47550,3.1850097,11.313708,3.1850097,171.9968145578969,0.0,0.0
8.13672,50,0.0,955,47750,3.1769886,11.313708,3.1769886,189.73994754256174,0.0,0.0
8.135595,50,0.0,958,47900,3.178113,11.313708,3.178113,124.15523430011893,0.0,0.0
8.158647,50,0.0,961,48050,3.1550617,11.313708,3.1550617,133.65658419690772,0.0,0.0
8.162746,50,0.0,964,48200,3.1509614,11.313708,3.1509614,139.05377350796567,0.0,0.0
8.137163,50,0.0,968,48400,3.1765451,11.313708,3.1765451,177.07751244814503,0.0,0.0
8.150499,50,0.0,972,48600,3.1632087,11.313708,3.1632087,153.91749240559935,0.0,0.0
8.143815,50,0.0,976,48800,3.169893,11.313708,3.169893,179.84416350654408,0.0,0.0
8.126205,50,0.0,980,49000,3.1875033,11.313708,3.1875033,162.74098975357043,0.0,0.0
8.14168,50,0.0,984,49200,3.1720285,11.313708,3.1720285,156.40221915456445,0.0,0.0
8.149849,50,0.0,988,49400,3.1638598,11.313708,3.1638598,175.54486532909556,0.0,0.0
8.157397,50,0.0,993,49650,3.1563108,11.313708,3.1563108,172.9331777569793,0.0,0.0
8.130249,50,0.0,997,49850,3.1834595,11.313708,3.1834595,126.58786232922893,0.0,0.0
8.136801,50,0.0,1000,50000,3.1769078,11.313708,3.1769078,177.2867873008627,0.0,0.0
8.151669,50,0.0,1003,50150,3.1620395,11.313708,3.1620395,124.2938670134236,0.0,0.0
8.152858,50,0.0,1006,50300,3.1608505,11.313708,3.1608505,122.03812760410605,0.0,0.0
8.152647,50,0.0,1009,50450,3.1610615,11.313708,3.1610615,113.29679501897597,0.0,0.0
8.128548,50,0.0,1013,50650,3.1851604,11.313708,3.1851604,128.5890262708513,0.0,0.0
8.130413,50,0.0,1016,50800,3.183295,11.313708,3.183295,170.07083743882313,0.0,0.0
8.125797,50,0.0,1020,51000,3.1879115,11.313708,3.1879115,164.22683116872946,0.0,0.0
8.145743,50,0.0,1024,51200,3.1679652,11.313708,3.1679652,130.7426918449156,0.0,0.0
8.099009,50,0.0,1027,51350,3.2146995,11.313708,3.2146995,143.9677294014754,0.0,0.0
8.105729,50,0.0,1031,51550,3.2079792,11.313708,3.2079792,188.5900922288888,0.0,0.0
8.143676,50,0.0,1035,51750,3.1700325,11.313708,3.1700325,196.86373830003538,0.0,0.0
8.152829,50,0.0,1039,51950,3.1608794,11.313708,3.1608794,171.39517987016754,0.0,0.0
8.168163,50,0.0,1043,52150,3.1455448,11.313708,3.1455448,192.95423074622883,0.0,0.0
8.165833,50,0.0,1047,52350,3.1478748,11.313708,3.1478748,189.35020658172257,0.0,0.0
8.159597,50,0.0,1051,52550,3.1541111,11.313708,3.1541111,213.817066605765,0.0,0.0
8.152845,50,0.0,1055,52750,3.1608627,11.313708,3.1608627,60.689401307867435,0.0,0.0
8.1532,50,0.0,1058,52900,3.1605082,11.313708,3.1605082,191.54469554638342,0.0,0.0
8.148924,50,0.0,1063,53150,3.164785,11.313708,3.164785,194.69668696118788,0.0,0.0
8.162649,50,0.0,1067,53350,3.1510592,11.313708,3.1510592,202.44304107838235,0.0,0.0
8.166422,50,0.0,1070,53500,3.1472867,11.313708,3.1472867,112.7873394765799,0.0,0.0
8.144402,50,0.0,1073,53650,3.1693068,11.313708,3.1693068,137.22876870808838,0.0,0.0
8.162548,50,0.0,1076,53800,3.1511605,11.313708,3.1511605,155.11903802101094,0.0,0.0
8.14327,50,0.0,1079,53950,3.1704388,11.313708,3.1704388,148.18223185694137,0.0,0.0
8.151392,50,0.0,1083,54150,3.1623168,11.313708,3.1623168,151.85848423342367,0.0,0.0
8.125696,50,0.0,1085,54250,3.1880124,11.313708,3.1880124,120.1507476077583,0.0,0.0
8.149369,50,0.0,1089,54450,3.164339,11.313708,3.164339,165.89594324032916,0.0,0.0
8.137667,50,0.0,1093,54650,3.176042,11.313708,3.176042,192.9803316039672,0.0,0.0
8.172342,50,0.0,1097,54850,3.1413655,11.313708,3.1413655,187.06199268575506,0.0,0.0
8.149668,50,0.0,1101,55050,3.164041,11.313708,3.164041,153.30260193482079,0.0,0.0
8.1316185,50,0.0,1105,55250,3.1820903,11.313708,3.1820903,193.5281209107805,0.0,0.0
8.152486,50,0.0,1109,55450,3.1612225,11.313708,3.1612225,191.24983698888607,0.0,0.0
8.162109,50,0.0,1113,55650,3.1515994,11.313708,3.1515994,145.14538748656446,0.0,0.0
8.132831,50,0.0,1116,55800,3.1808774,11.313708,3.1808774,192.2997641587289,0.0,0.0
8.160602,50,0.0,1120,56000,3.1531065,11.313708,3.1531065,188.549568219518,0.0,0.0
8.1382475,50,0.0,1124,56200,3.1754606,11.313708,3.1754606,164.30544652272766,0.0,0.0
8.155966,50,0.0,1128,56400,3.1577425,11.313708,3.1577425,195.14072469472507,0.0,0.0
8.1373625,50,0.0,1133,56650,3.1763458,11.313708,3.1763458,172.77944658560818,0.0,0.0
8.138939,50,0.0,1137,56850,3.1747696,11.313708,3.145199,186.41069423839818,0.0,0.0
8.1639385,50,0.0,1141,57050,3.1497698,11.313708,3.1497698,169.5308047562191,0.0,0.0
8.139966,50,0.0,1143,57150,3.173742,11.313708,3.173742,43.44432827444882,0.0,0.0
8.146907,50,0.0,1144,57200,3.1668012,11.313708,3.1668012,44.19711961883221,0.0,0.0
8.128041,50,0.0,1147,57350,3.1856668,11.313708,3.1856668,116.56316437438686,0.0,0.0
8.145067,50,0.0,1150,57500,3.1686416,11.313708,3.1686416,114.5873242930469,0.0,0.0
8.15255,50,0.0,1153,57650,3.1611588,11.313708,3.1611588,146.42482604148194,0.0,0.0
8.15271,50,0.0,1156,57800,3.1609983,11.313708,3.1609983,148.3679995472168,0.0,0.0
8.1574955,50,0.0,1159,57950,3.156213,11.313708,3.156213,149.87450617178075,0.0,0.0
8.164638,50,0.0,1162,58100,3.149071,11.313708,3.149071,155.18274273942436,0.0,0.0
8.140573,50,0.0,1166,58300,3.1731355,11.313708,3.1731355,149.15775009317238,0.0,0.0
8.157324,50,0.0,1169,58450,3.1563847,11.313708,3.1563847,134.91436100131753,0.0,0.0
8.1642885,50,0.0,1173,58650,3.14942,11.313708,3.14942,172.0391436566292,0.0,0.0
8.158279,50,0.0,1176,58800,3.1554286,11.313708,3.1554286,165.34867750356574,0.0,0.0
8.117924,50,0.0,1180,59000,3.195784,11.313708,3.195784,179.920384351407,0.0,0.0
8.125122,50,0.0,1184,59200,3.188586,11.313708,3.188586,153.80539930033515,0.0,0.0
8.136656,50,0.0,1188,59400,3.1770527,11.313708,3.1770527,172.15692809582953,0.0,0.0
8.13446,50,0.0,1192,59600,3.179248,11.313708,3.179248,179.73272586875234,0.0,0.0
8.127462,50,0.0,1196,59800,3.1862464,11.313708,3.1862464,140.5160861501517,0.0,0.0
8.149096,50,0.0,1200,60000,3.164613,11.313708,3.164613,193.54473124888676,0.0,0.0
8.147087,50,0.0,1204,60200,3.1666217,11.313708,3.1666217,195.4393338583191,0.0,0.0
8.137503,50,0.0,1208,60400,3.1762059,11.313708,3.1762059,142.53134170924628,0.0,0.0
8.161329,50,0.0,1211,60550,3.152379,11.313708,3.152379,155.49767141133754,0.0,0.0
8.1311865,50,0.0,1214,60700,3.1825218,11.313708,3.1825218,158.35952330970824,0.0,0.0
8.123263,50,0.0,1218,60900,3.1904447,11.313708,3.1904447,163.12327710123645,0.0,0.0
8.138898,50,0.0,1222,61100,3.1748102,11.313708,3.1748102,182.60684817476047,0.0,0.0
8.168255,50,0.0,1225,61250,3.145453,11.313708,3.145453,52.29753319168886,0.0,0.0
0.6901903,50,0.0,1227,61350,10.623518,11.313708,10.569754,120.33917464900749,0.0,0.0
