delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
1.1329088,50,0.0,71,3550,10.1807995,11.313708,8.979067,26.82349450139032,0.0,0.0
2.6632223,50,0.0,73,3650,8.650486,11.313708,7.7742615,89.62594032037349,0.0,0.0
3.308795,50,0.0,76,3800,8.004913,11.313708,7.494643,117.66119734173415,0.0,0.0
1.7763968,50,0.0,79,3950,9.537312,11.313708,8.852241,105.20044826088221,0.0,0.0
2.8668432,50,0.0,82,4100,8.446865,11.313708,7.481117,107.0680739201178,0.0,0.0
5.163871,50,0.0,84,4200,6.1498375,11.313708,6.1498375,102.58990152181113,0.0,0.0
0.7126255,50,0.0,86,4300,10.601083,11.313708,9.603654,84.5970334692758,0.0,0.0
1.4047985,50,0.0,88,4400,9.90891,11.313708,9.070565,95.1319298497097,0.0,0.0
2.427043,50,0.0,90,4500,8.886665,11.313708,8.324997,88.51465281936933,0.0,0.0
1.0306435,50,0.0,92,4600,10.283065,11.313708,8.772307,94.73014255469174,0.0,0.0
3.2371178,50,0.0,95,4750,8.076591,11.313708,7.794178,87.83720844516374,0.0,0.0
0.04763031,50,0.0,98,4900,11.266078,11.313708,8.533681,100.29248659516144,0.0,0.0
0.44894505,50,0.0,101,5050,10.864763,11.313708,9.858609,113.71336981440633,0.0,0.0
3.8836045,50,0.0,104,5200,7.430104,11.313708,7.2894793,109.68408357143566,0.0,0.0
2.1708317,50,0.0,106,5300,9.142877,11.313708,8.4146805,89.9638969346713,0.0,0.0
1.6170645,50,0.0,109,5450,9.696644,11.313708,7.6604176,104.70018327444687,0.0,0.0
0.7158747,50,0.0,111,5550,10.597834,11.313708,9.923298,37.6194244950178,0.0,0.0
0.681798,50,0.0,116,5800,10.63191,11.313708,10.63191,213.5986368159508,0.0,0.0
0.68233204,50,0.0,121,6050,10.631376,11.313708,10.631376,223.70504222566652,0.0,0.0
0.68278694,50,0.0,126,6300,10.630921,11.313708,10.630921,198.27174780375827,0.0,0.0
0.6431818,50,0.0,131,6550,10.6705265,11.313708,10.6705265,207.55866546581024,0.0,0.0
0.6750889,50,0.0,136,6800,10.638619,11.313708,10.638619,222.27201282025464,0.0,0.0
0.68318367,50,0.0,141,7050,10.630525,11.313708,10.630525,213.8427936021079,0.0,0.0
0.672637,50,0.0,144,7200,10.641071,11.313708,10.641071,67.27834083168865,0.0,0.0
0.65296364,50,0.0,145,7250,10.660745,11.313708,10.660745,44.972948491156494,0.0,0.0
0.6528921,50,0.0,147,7350,10.660816,11.313708,10.660816,95.02072225919973,0.0,0.0
0.6637926,50,0.0,149,7450,10.649916,11.313708,10.649916,103.11313203227792,0.0,0.0
0.6609335,50,0.0,153,7650,10.652775,11.313708,10.652775,185.06328935199892,0.0,0.0
0.6757107,50,0.0,158,7900,10.637998,11.313708,10.637998,212.10134007585336,0.0,0.0
0.6628046,50,0.0,163,8150,10.650904,11.313708,10.650904,224.16247127358238,0.0,0.0
0.67916393,50,0.0,168,8400,10.634544,11.313708,10.634544,226.72526284494177,0.0,0.0
1.6613321,50,0.0,172,8600,9.652376,11.313708,9.636223,179.39801230801868,0.0,0.0
1.6564188,50,0.0,176,8800,9.6572895,11.313708,9.6572895,193.40550700018167,0.0,0.0
1.6816387,50,0.0,180,9000,9.63207,11.313708,9.6243725,142.96177327919767,0.0,0.0
1.6580973,50,0.0,184,9200,9.655611,11.313708,9.625284,201.3874271139826,0.0,0.0
1.6539612,50,0.0,188,9400,9.659747,11.313708,9.624284,175.5720538348453,0.0,0.0
1.6613045,50,0.0,192,9600,9.652404,11.313708,9.643012,160.05543912457472,0.0,0.0
1.6319952,50,0.0,195,9750,9.681713,11.313708,9.649382,142.43753612468936,0.0,0.0
2.9593973,50,0.0,199,9950,8.354311,11.313708,8.354311,106.39252495756276,0.0,0.0
3.474505,50,0.0,201,10050,7.8392034,11.313708,7.8361998,75.8437868658353,0.0,0.0
3.534585,50,0.0,203,10150,7.7791233,11.313708,7.764049,76.27391297548174,0.0,0.0
3.5403576,50,0.0,205,10250,7.7733507,11.313708,7.7733507,79.33324052609598,0.0,0.0
3.5424886,50,0.0,208,10400,7.7712197,11.313708,7.7663236,137.80325854472696,0.0,0.0
3.5537457,50,0.0,211,10550,7.7599626,11.313708,7.7599626,113.4354773626892,0.0,0.0
3.5086303,50,0.0,214,10700,7.805078,11.313708,7.805078,117.11346562044696,0.0,0.0
3.5700736,50,0.0,217,10850,7.7436347,11.313708,7.7436347,124.84251457581028,0.0,0.0
3.4677997,50,0.0,220,11000,7.8459086,11.313708,7.841744,132.69393454873097,0.0,0.0
8.151735,50,0.0,222,11100,3.1619735,11.313708,3.1619735,71.4525867913947,0.0,0.0
8.123271,50,0.0,224,11200,3.190437,11.313708,3.1813772,86.95528865031704,0.0,0.0
8.129299,50,0.0,227,11350,3.1844094,11.313708,3.1844094,94.94960836691267,0.0,0.0
8.091244,50,0.0,231,11550,3.2224646,11.313708,3.2132883,159.52096974417643,0.0,0.0
8.106358,50,0.0,235,11750,3.207351,11.313708,3.207351,152.67859807960699,0.0,0.0
8.15284,50,0.0,238,11900,3.1608684,11.313708,3.1608684,164.47309291311163,0.0,0.0
8.129203,50,0.0,242,12100,3.1845052,11.313708,3.1845052,189.70785118285173,0.0,0.0
8.300223,50,0.0,247,12350,3.013485,11.313708,3.013485,159.33613993819998,0.0,0.0
6.2822814,50,0.0,249,12450,5.031427,11.313708,5.0313807,114.08142549559537,0.0,0.0
6.223586,50,0.0,253,12650,5.090122,11.313708,5.0887504,193.30335827567836,0.0,0.0
6.286926,50,0.0,257,12850,5.0267825,11.313708,5.0263114,163.28139902629988,0.0,0.0
6.2438607,50,0.0,261,13050,5.0698476,11.313708,5.06903,169.6016873214742,0.0,0.0
6.231929,50,0.0,265,13250,5.0817795,11.313708,5.0813704,185.86747377703725,0.0,0.0
6.2864943,50,0.0,269,13450,5.027214,11.313708,5.0267086,208.85575855355214,0.0,0.0
6.253908,50,0.0,273,13650,5.0598,11.313708,5.058143,135.49191565351214,0.0,0.0
8.146145,50,0.0,276,13800,3.167564,11.313708,3.167564,62.18504239366298,0.0,0.0
8.123922,50,0.0,279,13950,3.1897864,11.313708,3.1897864,142.8676924418454,0.0,0.0
8.143683,50,0.0,283,14150,3.1700246,11.313708,3.1700246,196.03233878513626,0.0,0.0
8.14739,50,0.0,287,14350,3.166318,11.313708,3.166318,190.01157020450358,0.0,0.0
8.159416,50,0.0,291,14550,3.1542916,11.313708,3.1542916,194.54352839461737,0.0,0.0
8.163059,50,0.0,295,14750,3.1506495,11.313708,3.1506495,196.42875875763366,0.0,0.0
8.153063,50,0.0,300,15000,3.160645,11.313708,3.160645,198.6729570473105,0.0,0.0
8.135698,50,0.0,304,15200,3.1780095,11.313708,3.1780095,162.22183717418747,0.0,0.0
3.236847,50,0.0,307,15350,8.076861,11.313708,8.076039,103.8546239690192,0.0,0.0
3.248352,50,0.0,311,15550,8.065356,11.313708,8.063608,187.2778190546951,0.0,0.0
3.2465525,50,0.0,315,15750,8.067156,11.313708,8.063066,166.36933377758737,0.0,0.0
3.244646,50,0.0,319,15950,8.069062,11.313708,8.069062,193.6791476149269,0.0,0.0
3.2303934,50,0.0,323,16150,8.083315,11.313708,8.073353,197.38941534800892,0.0,0.0
3.2461996,50,0.0,327,16350,8.067509,11.313708,8.059047,195.99734576958664,0.0,0.0
3.2362013,50,0.0,331,16550,8.077507,11.313708,8.071644,206.15348621860122,0.0,0.0
8.131651,50,0.0,334,16700,3.1820574,11.313708,3.1215422,116.11706542448314,0.0,0.0
8.131198,50,0.0,336,16800,3.1825104,11.313708,3.1390922,107.1085942160444,0.0,0.0
8.123977,50,0.0,340,17000,3.1897318,11.313708,3.1363635,208.12099319214815,0.0,0.0
8.1514225,50,0.0,344,17200,3.1622853,11.313708,3.086315,214.25045360184384,0.0,0.0
8.09664,50,0.0,348,17400,3.2170684,11.313708,3.1311066,161.79755863096938,0.0,0.0
8.11993,50,0.0,352,17600,3.1937776,11.313708,3.107329,157.47659235441606,0.0,0.0
8.093004,50,0.0,355,17750,3.220704,11.313708,3.1317396,148.95084978220092,0.0,0.0
8.135576,50,0.0,358,17900,3.1781325,11.313708,3.139378,153.54987886034272,0.0,0.0
8.279534,50,0.0,362,18100,3.0341742,11.313708,3.0326009,135.70742641786833,0.0,0.0
8.298206,50,0.0,366,18300,3.0155022,11.313708,3.0086787,182.06230298631723,0.0,0.0
8.244717,50,0.0,370,18500,3.0689914,11.313708,3.0657527,156.47562156685137,0.0,0.0
8.234916,50,0.0,374,18700,3.0787923,11.313708,3.0731463,197.24720422117926,0.0,0.0
8.282995,50,0.0,378,18900,3.0307133,11.313708,3.0254328,196.9019992977014,0.0,0.0
8.24114,50,0.0,381,19050,3.0725677,11.313708,3.0672324,149.44771775598105,0.0,0.0
8.253014,50,0.0,384,19200,3.060695,11.313708,3.055952,130.74660438832854,0.0,0.0
8.264715,50,0.0,387,19350,3.0489936,11.313708,3.0436552,143.51629821852862,0.0,0.0
8.296986,50,0.0,390,19500,3.0167224,11.313708,3.0159576,121.34919881772669,0.0,0.0
8.23689,50,0.0,394,19700,3.0768185,11.313708,3.0762258,152.2398027777213,0.0,0.0
8.309532,50,0.0,398,19900,3.004176,11.313708,3.0037878,153.15694418173598,0.0,0.0
8.307886,50,0.0,402,20100,3.0058217,11.313708,3.0053217,173.85730475216974,0.0,0.0
8.247222,50,0.0,406,20300,3.0664866,11.313708,3.0663688,144.933433588394,0.0,0.0
8.242163,50,0.0,410,20500,3.0715454,11.313708,3.0714993,163.753261944064,0.0,0.0
8.284593,50,0.0,414,20700,3.029116,11.313708,3.028303,177.3826077836309,0.0,0.0
5.94812,50,0.0,417,20850,5.365588,11.313708,5.2965302,32.73632760304405,0.0,0.0
5.9175305,50,0.0,418,20900,5.396178,11.313708,5.3267617,31.183572429712683,0.0,0.0
5.9232397,50,0.0,421,21050,5.3904686,11.313708,5.3050704,136.21337379384883,0.0,0.0
5.9228287,50,0.0,424,21200,5.3908796,11.313708,5.326811,143.10625193199908,0.0,0.0
5.9096165,50,0.0,428,21400,5.404092,11.313708,5.335789,161.86936691821364,0.0,0.0
5.9103746,50,0.0,432,21600,5.4033337,11.313708,5.329823,192.3682047669367,0.0,0.0
5.895836,50,0.0,436,21800,5.4178724,11.313708,5.331938,182.0216917329778,0.0,0.0
5.914903,50,0.0,440,22000,5.398805,11.313708,5.3277016,189.84042610972108,0.0,0.0
8.283319,50,0.0,443,22150,3.0303884,11.313708,3.0295177,97.61037154880188,0.0,0.0
8.250481,50,0.0,446,22300,3.0632274,11.313708,3.0595403,170.42201787148008,0.0,0.0
8.271441,50,0.0,450,22500,3.0422666,11.313708,3.0385761,185.03846968306627,0.0,0.0
6.2609086,50,0.0,454,22700,5.0527997,11.313708,5.0527315,188.37157079904358,0.0,0.0
6.237972,50,0.0,458,22900,5.0757365,11.313708,5.0756974,192.3659108649968,0.0,0.0
6.2501445,50,0.0,462,23100,5.063564,11.313708,5.063536,153.63604595707147,0.0,0.0
6.247154,50,0.0,466,23300,5.066554,11.313708,5.0665493,193.64731411159076,0.0,0.0
6.247475,50,0.0,469,23450,5.066233,11.313708,5.066138,174.64245444385782,0.0,0.0
8.123351,50,0.0,473,23650,3.1903572,11.313708,3.1903572,172.2028709894091,0.0,0.0
8.152274,50,0.0,477,23850,3.1614342,11.313708,3.1614342,210.10305023072593,0.0,0.0
8.128096,50,0.0,481,24050,3.1856124,11.313708,3.1856124,175.30992581842986,0.0,0.0
8.144543,50,0.0,486,24300,3.1691658,11.313708,3.1691658,205.47360830378497,0.0,0.0
8.150286,50,0.0,490,24500,3.1634226,11.313708,3.1634226,122.37210795040117,0.0,0.0
8.134526,50,0.0,493,24650,3.1791818,11.313708,3.1791818,126.31520617640805,0.0,0.0
8.119796,50,0.0,496,24800,3.1939125,11.313708,3.1939125,154.70343280994692,0.0,0.0
8.11898,50,0.0,499,24950,3.194728,11.313708,3.194728,114.66325781889877,0.0,0.0
8.1502075,50,0.0,500,25000,3.1635005,11.313708,3.1635005,47.275019228740405,0.0,0.0
8.090106,50,0.0,502,25100,3.2236023,11.313708,3.2236023,174.42762027938002,0.0,0.0
8.0720215,50,0.0,506,25300,3.241687,11.313708,3.241687,177.51909440504093,0.0,0.0
8.079792,50,0.0,511,25550,3.2339165,11.313708,3.2339165,186.21670074916378,0.0,0.0
8.1409645,50,0.0,515,25750,3.1727436,11.313708,3.1727436,199.86828900556293,0.0,0.0
8.151623,50,0.0,519,25950,3.162085,11.313708,3.162085,198.73565146359098,0.0,0.0
8.072839,50,0.0,523,26150,3.2408693,11.313708,3.2408693,190.42651721795855,0.0,0.0
8.08757,50,0.0,527,26350,3.2261379,11.313708,3.2261379,206.88705397220002,0.0,0.0
0.66342735,50,0.0,530,26500,10.650281,11.313708,10.650281,122.87666409056473,0.0,0.0
0.6659908,50,0.0,534,26700,10.647717,11.313708,10.647717,231.36213548211293,0.0,0.0
0.66507626,50,0.0,539,26950,10.648632,11.313708,10.648632,201.43810813666445,0.0,0.0
0.66142464,50,0.0,544,27200,10.652284,11.313708,10.652284,224.52293672273802,0.0,0.0
0.6602869,50,0.0,549,27450,10.653421,11.313708,10.653421,226.57021114769967,0.0,0.0
0.66455173,50,0.0,554,27700,10.649157,11.313708,10.649157,215.97324062021124,0.0,0.0
0.6542959,50,0.0,558,27900,10.659412,11.313708,10.659412,192.48897651382478,0.0,0.0
0.6535044,50,0.0,562,28100,10.660204,11.313708,10.660204,228.42727727231633,0.0,0.0
8.087877,50,0.0,566,28300,3.2258308,11.313708,3.2258308,179.96562279296356,0.0,0.0
8.0839615,50,0.0,569,28450,3.2297463,11.313708,3.2297463,142.22463352853612,0.0,0.0
8.09037,50,0.0,572,28600,3.2233386,11.313708,3.2233386,147.34962048102616,0.0,0.0
8.12216,50,0.0,575,28750,3.1915486,11.313708,3.1915486,110.45356414717016,0.0,0.0
8.08865,50,0.0,579,28950,3.225058,11.313708,3.225058,155.79721234579273,0.0,0.0
8.075859,50,0.0,582,29100,3.2378497,11.313708,3.2378497,146.464197092858,0.0,0.0
8.113234,50,0.0,586,29300,3.2004752,11.313708,3.2004752,153.90529309237684,0.0,0.0
8.145811,50,0.0,590,29500,3.1678967,11.313708,3.1541824,70.80946880540557,0.0,0.0
8.131323,50,0.0,591,29550,3.1823854,11.313708,3.1380641,45.14512988886105,0.0,0.0
8.115997,50,0.0,594,29700,3.197711,11.313708,3.1633089,162.7454099730795,0.0,0.0
8.148464,50,0.0,598,29900,3.1652446,11.313708,3.1589634,199.1054669809843,0.0,0.0
8.123361,50,0.0,602,30100,3.1903477,11.313708,3.1470366,145.51015409636557,0.0,0.0
8.144582,50,0.0,606,30300,3.1691265,11.313708,3.160773,180.0736385118426,0.0,0.0
8.14739,50,0.0,610,30500,3.1663184,11.313708,3.1580873,127.9963282303303,0.0,0.0
8.128511,50,0.0,614,30700,3.1851964,11.313708,3.146503,190.57187410264146,0.0,0.0
8.139281,50,0.0,618,30900,3.174427,11.313708,3.043904,91.36985597111232,0.0,0.0
8.096782,50,0.0,621,31050,3.2169268,11.313708,3.1058102,164.23557678376903,0.0,0.0
8.105091,50,0.0,625,31250,3.2086177,11.313708,3.1119828,156.84531177196928,0.0,0.0
8.107313,50,0.0,628,31400,3.2063951,11.313708,3.0727835,131.2632341242147,0.0,0.0
8.11026,50,0.0,631,31550,3.2034485,11.313708,3.0830579,102.49027952356471,0.0,0.0
8.083974,50,0.0,634,31700,3.2297342,11.313708,3.0951865,138.42331626874224,0.0,0.0
8.118967,50,0.0,637,31850,3.1947412,11.313708,3.0767243,153.09377390776203,0.0,0.0
8.118767,50,0.0,641,32050,3.1949415,11.313708,3.077189,183.0333328678555,0.0,0.0
8.148041,50,0.0,645,32250,3.165667,11.313708,3.165667,144.302957824204,0.0,0.0
8.091376,50,0.0,649,32450,3.222332,11.313708,3.222332,201.27145972175302,0.0,0.0
8.165129,50,0.0,654,32700,3.1485796,11.313708,3.1485796,224.93425145333248,0.0,0.0
8.137663,50,0.0,658,32900,3.1760452,11.313708,3.1760452,188.44147640429043,0.0,0.0
8.155715,50,0.0,662,33100,3.1579936,11.313708,3.1579936,145.59683084290776,0.0,0.0
8.143387,50,0.0,666,33300,3.1703215,11.313708,3.1703215,181.67053746152666,0.0,0.0
8.138008,50,0.0,670,33500,3.1756997,11.313708,3.1756997,182.22128767328016,0.0,0.0
8.14639,50,0.0,674,33700,3.167318,11.313708,3.167318,175.8768464891756,0.0,0.0
8.1267,50,0.0,676,33800,3.187008,11.313708,3.187008,57.98114712513703,0.0,0.0
8.122945,50,0.0,678,33900,3.1907635,11.313708,3.1907635,118.0497810861594,0.0,0.0
8.148928,50,0.0,682,34100,3.164781,11.313708,3.164781,182.50593732241336,0.0,0.0
8.120834,50,0.0,686,34300,3.1928744,11.313708,3.1928744,201.66299814698888,0.0,0.0
8.130819,50,0.0,690,34500,3.1828887,11.313708,3.1828887,193.53955137516635,0.0,0.0
8.142926,50,0.0,694,34700,3.1707819,11.313708,3.1707819,182.90259420283536,0.0,0.0
8.123209,50,0.0,699,34950,3.1904995,11.313708,3.1904995,199.758250027385,0.0,0.0
8.122042,50,0.0,703,35150,3.1916666,11.313708,3.1916666,195.61871945719506,0.0,0.0
0.6699619,50,0.0,707,35350,10.643746,11.313708,10.643746,143.63297278157248,0.0,0.0
0.6786566,50,0.0,711,35550,10.635052,11.313708,10.635052,144.96889996142738,0.0,0.0
0.67039776,50,0.0,715,35750,10.643311,11.313708,10.638881,147.58449074725684,0.0,0.0
0.66414356,50,0.0,719,35950,10.649565,11.313708,10.649565,188.5310923402771,0.0,0.0
0.6766386,50,0.0,723,36150,10.63707,11.313708,10.63707,180.35083736233872,0.0,0.0
0.6836519,50,0.0,728,36400,10.630056,11.313708,10.629413,208.414899442379,0.0,0.0
0.6705589,50,0.0,733,36650,10.643149,11.313708,10.643149,193.97598830863717,0.0,0.0
8.1094265,50,0.0,736,36800,3.2042813,11.313708,3.2042813,117.7429134795478,0.0,0.0
8.142744,50,0.0,740,37000,3.170964,11.313708,3.170964,229.27186042214888,0.0,0.0
8.130466,50,0.0,744,37200,3.1832418,11.313708,3.1832418,183.13242911882747,0.0,0.0
8.147498,50,0.0,748,37400,3.1662104,11.313708,3.1662104,174.9719039017492,0.0,0.0
8.144037,50,0.0,752,37600,3.1696713,11.313708,3.1696713,202.01227012775846,0.0,0.0
8.14483,50,0.0,756,37800,3.1688788,11.313708,3.1688788,182.27402744255133,0.0,0.0
8.135799,50,0.0,760,38000,3.1779087,11.313708,3.1779087,192.6976822822867,0.0,0.0
8.123478,50,0.0,764,38200,3.1902304,11.313708,3.1902304,149.02409439071897,0.0,0.0
8.132052,50,0.0,766,38300,3.1816556,11.313708,3.1816556,50.46212691231463,0.0,0.0
8.16997,50,0.0,769,38450,3.1437383,11.313708,3.1437383,160.47872299722223,0.0,0.0
8.141486,50,0.0,773,38650,3.1722224,11.313708,3.1722224,184.7055186572521,0.0,0.0
8.159506,50,0.0,777,38850,3.1542025,11.313708,3.1542025,186.85798396897866,0.0,0.0
8.136485,50,0.0,781,39050,3.1772232,11.313708,3.1772232,141.58905826132866,0.0,0.0
8.153135,50,0.0,784,39200,3.1605728,11.313708,3.1605728,140.31601935511497,0.0,0.0
8.154902,50,0.0,787,39350,3.1588058,11.313708,3.1588058,123.22184435100814,0.0,0.0
8.128831,50,0.0,790,39500,3.1848774,11.313708,3.1848774,129.65671591039063,0.0,0.0
8.154219,50,0.0,794,39700,3.1594896,11.313708,3.1594896,170.65139025640607,0.0,0.0
8.136568,50,0.0,798,39900,3.1771405,11.313708,3.1771405,160.90709113801483,0.0,0.0
8.146453,50,0.0,801,40050,3.1672552,11.313708,3.1672552,148.82590759837092,0.0,0.0
8.16724,50,0.0,805,40250,3.146468,11.313708,3.146468,182.9755230172981,0.0,0.0
8.171695,50,0.0,809,40450,3.1420133,11.313708,3.1420133,186.47981504534945,0.0,0.0
8.132305,50,0.0,813,40650,3.1814027,11.313708,3.1814027,198.4809781554248,0.0,0.0
8.168069,50,0.0,817,40850,3.1456397,11.313708,3.1456397,200.46762830623345,0.0,0.0
8.15418,50,0.0,821,41050,3.159529,11.313708,3.159529,103.1553307322563,0.0,0.0
8.157082,50,0.0,824,41200,3.1566262,11.313708,3.1566262,164.45310171984931,0.0,0.0
8.146607,50,0.0,828,41400,3.167101,11.313708,3.167101,176.8409904064181,0.0,0.0
8.14744,50,0.0,832,41600,3.1662683,11.313708,3.1662683,179.61881090173756,0.0,0.0
8.150179,50,0.0,836,41800,3.1635292,11.313708,3.1635292,180.87612910014394,0.0,0.0
8.136823,50,0.0,840,42000,3.1768858,11.313708,3.1768858,195.10804592568198,0.0,0.0
8.164531,50,0.0,844,42200,3.1491778,11.313708,3.1491778,156.1445151606303,0.0,0.0
8.133288,50,0.0,848,42400,3.1804202,11.313708,3.1804202,179.72795085563843,0.0,0.0
