actor_episodes,actor_steps,delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
311,15550,8.159922,50,0.0,744,37200,3.1537864,11.313708,3.1537864,219.93260922685187,0.0,0.0
311,15550,8.145254,50,0.0,749,37450,3.168454,11.313708,3.168454,197.06296912997882,0.0,0.0
311,15550,8.125321,50,0.0,754,37700,3.188387,11.313708,3.188387,192.61520714048225,0.0,0.0
312,15600,8.167414,50,0.0,757,37850,3.1462948,11.313708,3.1462948,169.35666091956344,0.0,0.0
312,15600,8.124974,50,0.0,762,38100,3.1887343,11.313708,3.1887343,229.31999575728614,0.0,0.0
312,15600,8.1632805,50,0.0,767,38350,3.1504273,11.313708,3.1504273,214.71065817305427,0.0,0.0
314,15700,8.147604,50,0.0,771,38550,3.1661038,11.313708,3.1661038,58.260420483623676,0.0,0.0
316,15800,8.134287,50,0.0,772,38600,3.179421,11.313708,3.179421,49.41023021566462,0.0,0.0
316,15800,8.159622,50,0.0,775,38750,3.154086,11.313708,3.154086,127.07663128936773,0.0,0.0
316,15800,8.166926,50,0.0,778,38900,3.146782,11.313708,3.146782,125.01077446817642,0.0,0.0
316,15800,8.158632,50,0.0,782,39100,3.155076,11.313708,3.155076,175.20945076612028,0.0,0.0
316,15800,8.1606865,50,0.0,786,39300,3.1530213,11.313708,3.1530213,97.75966198212578,0.0,0.0
316,15800,8.132718,50,0.0,790,39500,3.1809905,11.313708,3.1809905,202.44479990115,0.0,0.0
316,15800,8.163994,50,0.0,795,39750,3.1497142,11.313708,3.1497142,206.89031957650243,0.0,0.0
316,15800,8.133324,50,0.0,799,39950,3.1803849,11.313708,3.1803849,176.01442256849964,0.0,0.0
316,15800,8.13367,50,0.0,803,40150,3.1800385,11.313708,3.1800385,215.5534656162152,0.0,0.0
316,15800,8.133436,50,0.0,808,40400,3.1802723,11.313708,3.1802723,223.3781228863432,0.0,0.0
316,15800,8.149516,50,0.0,813,40650,3.1641922,11.313708,3.1641922,112.6431570884848,0.0,0.0
319,15950,8.143754,50,0.0,815,40750,3.1699543,11.313708,3.1699543,54.32836408608802,0.0,0.0
319,15950,8.147892,50,0.0,819,40950,3.1658158,11.313708,3.1658158,239.3793253804737,0.0,0.0
319,15950,8.163013,50,0.0,823,41150,3.1506944,11.313708,3.1506944,204.90545427187624,0.0,0.0
319,15950,8.129258,50,0.0,827,41350,3.1844501,11.313708,3.1844501,147.92093398563358,0.0,0.0
319,15950,8.149221,50,0.0,832,41600,3.1644864,11.313708,3.1644864,219.24421114917666,0.0,0.0
319,15950,8.157867,50,0.0,837,41850,3.1558414,11.313708,3.1558414,222.71910009738608,0.0,0.0
319,15950,8.155266,50,0.0,842,42100,3.1584423,11.313708,3.1584423,205.8196514568757,0.0,0.0
319,15950,8.168554,50,0.0,846,42300,3.1451542,11.313708,3.1451542,219.1120389002773,0.0,0.0
319,15950,8.14726,50,0.0,851,42550,3.1664484,11.313708,3.1664484,259.51896566232557,0.0,0.0
319,15950,8.1417885,50,0.0,856,42800,3.1719196,11.313708,3.1719196,198.11291523233362,0.0,0.0
321,16050,8.154589,50,0.0,859,42950,3.1591191,11.313708,3.1591191,53.127748661389234,0.0,0.0
323,16150,8.141006,50,0.0,860,43000,3.1727023,11.313708,3.1727023,39.74539019108623,0.0,0.0
323,16150,8.152489,50,0.0,863,43150,3.1612194,11.313708,3.1612194,178.75821060401748,0.0,0.0
323,16150,8.149097,50,0.0,868,43400,3.1646106,11.313708,3.1646106,138.63112185235303,0.0,0.0
323,16150,8.152238,50,0.0,871,43550,3.1614702,11.313708,3.1614702,125.67428927561245,0.0,0.0
323,16150,8.114048,50,0.0,875,43750,3.1996608,11.313708,3.1996608,187.19908165733713,0.0,0.0
323,16150,8.146898,50,0.0,879,43950,3.16681,11.313708,3.16681,164.00284970466768,0.0,0.0
323,16150,8.121326,50,0.0,882,44100,3.1923816,11.313708,3.1923816,114.7487720254344,0.0,0.0
323,16150,8.14517,50,0.0,885,44250,3.1685383,11.313708,3.1685383,117.62021687214595,0.0,0.0
323,16150,8.149943,50,0.0,888,44400,3.1637652,11.313708,3.1637652,127.41549386481448,0.0,0.0
323,16150,8.160022,50,0.0,891,44550,3.1536868,11.313708,3.1536868,158.87334613621815,0.0,0.0
323,16150,8.142206,50,0.0,894,44700,3.1715016,11.313708,3.1715016,145.40815336016175,0.0,0.0
324,16200,8.149542,50,0.0,897,44850,3.1641662,11.313708,3.1641662,66.36636769682673,0.0,0.0
327,16350,8.142818,50,0.0,899,44950,3.17089,11.313708,3.17089,46.60882583164165,0.0,0.0
327,16350,8.150024,50,0.0,902,45100,3.1636841,11.313708,3.1636841,183.32212966937098,0.0,0.0
327,16350,8.126418,50,0.0,906,45300,3.1872902,11.313708,3.1872902,167.56705792110458,0.0,0.0
327,16350,8.132368,50,0.0,910,45500,3.1813405,11.313708,3.1813405,135.74809775484906,0.0,0.0
327,16350,8.15389,50,0.0,914,45700,3.159819,11.313708,3.159819,144.44090887176202,0.0,0.0
327,16350,8.11706,50,0.0,917,45850,3.1966484,11.313708,3.1966484,146.8508483050355,0.0,0.0
327,16350,8.119048,50,0.0,920,46000,3.1946602,11.313708,3.1946602,128.10078241487597,0.0,0.0
327,16350,8.140968,50,0.0,923,46150,3.1727397,11.313708,3.1727397,107.68337323884721,0.0,0.0
327,16350,8.14183,50,0.0,927,46350,3.171878,11.313708,3.171878,184.06888258888995,0.0,0.0
327,16350,8.163868,50,0.0,932,46600,3.1498399,11.313708,3.1498399,199.3706542343942,0.0,0.0
328,16400,8.149312,50,0.0,937,46850,3.1643963,11.313708,3.1643963,83.16744672632716,0.0,0.0
331,16550,8.148482,50,0.0,939,46950,3.1652262,11.313708,3.1652262,67.90202483602866,0.0,0.0
331,16550,8.138832,50,0.0,943,47150,3.1748757,11.313708,3.1748757,222.26070552326044,0.0,0.0
331,16550,8.114953,50,0.0,948,47400,3.1987553,11.313708,3.1987553,189.8117316327242,0.0,0.0
331,16550,8.123334,50,0.0,952,47600,3.1903744,11.313708,3.1903744,189.1144009602023,0.0,0.0
331,16550,8.147213,50,0.0,957,47850,3.1664953,11.313708,3.1664953,209.6615266491778,0.0,0.0
331,16550,8.145271,50,0.0,962,48100,3.1684368,11.313708,3.1684368,206.01536997069627,0.0,0.0
331,16550,8.138014,50,0.0,966,48300,3.1756945,11.313708,3.1756945,154.6013608651741,0.0,0.0
331,16550,8.127079,50,0.0,971,48550,3.186629,11.313708,3.186629,223.46500154506805,0.0,0.0
331,16550,8.13744,50,0.0,976,48800,3.1762686,11.313708,3.1762686,212.7563391112563,0.0,0.0
331,16550,8.129366,50,0.0,981,49050,3.184342,11.313708,3.184342,218.04994094258953,0.0,0.0
334,16700,8.233511,50,0.0,983,49150,3.0801969,11.313708,3.0791435,70.89044383598689,0.0,0.0
334,16700,8.237101,50,0.0,985,49250,3.0766072,11.313708,3.0733562,183.66200932868824,0.0,0.0
334,16700,8.226119,50,0.0,989,49450,3.0875893,11.313708,3.0812173,140.62151950085325,0.0,0.0
334,16700,8.2436075,50,0.0,992,49600,3.0701005,11.313708,3.0532463,154.37250322230165,0.0,0.0
334,16700,8.142949,50,0.0,995,49750,3.1707594,11.313708,3.1707594,126.77894787749821,0.0,0.0
334,16700,8.152604,50,0.0,999,49950,3.1611044,11.313708,3.1611044,201.4622970032614,0.0,0.0
334,16700,8.168688,50,0.0,1004,50200,3.145021,11.313708,3.145021,227.25915201744252,0.0,0.0
334,16700,8.135179,50,0.0,1009,50450,3.1785297,11.313708,3.1785297,143.13115787921888,0.0,0.0
334,16700,8.144159,50,0.0,1014,50700,3.1695485,11.313708,3.1695485,232.40179879474547,0.0,0.0
334,16700,8.131647,50,0.0,1018,50900,3.1820617,11.313708,3.1820617,163.92324227146597,0.0,0.0
334,16700,8.163479,50,0.0,1022,51100,3.15023,11.313708,3.15023,225.86767504553106,0.0,0.0
337,16850,8.164127,50,0.0,1025,51250,3.1495814,11.313708,3.1495814,53.62720719928236,0.0,0.0
338,16900,8.146999,50,0.0,1027,51350,3.1667085,11.313708,3.1667085,150.36678375353392,0.0,0.0
338,16900,8.138202,50,0.0,1032,51600,3.1755066,11.313708,3.1755066,216.0711489165286,0.0,0.0
